employee_id,name,age,department,salary,experience_years
7408,Bob Durand,49.0,R&D,6456.3,10
7409,Noah Girard,59.0,hr,,15
7410,Tom Morel,62.0,Marketing,5984.84,18
7411,Ziad David,43.0,Sales  ,,16
7412,Wassim Mercier,41.0,R&D,7364.32,14
7413,Katia Garcia,63.0, Legal,7628.04,14
7414,Farid Robert,,FINANCE,5756.42,9
7415,Xia Mercier,60.0,Legal,8008.24,13
7416,Claire Fournier,,IT  ,6730.92,14
7417,Rita Roux,23.0, Finance,5417.63,5
7418,Pablo Lefebvre,61.0, IT,7583.42,19
7419,Maya Robert,24.0,Hr,4045.13,6
7420,Wassim Michel,33.0,Support,4401.83,12
7421,Xia Mercier,45.0,hr,4592.4,11
7422,Noah Bertrand,29.0, Finance,5967.49,8
7423,Maya Bernard,27.0, IT,6329.7,9
7424,Maya Moreau,50.0,SALES,4801.59,8
7425,Maya Martin,, Support,4164.36,7
7426,Wassim Simon,38.0,MARKETING,5376.95,8
7427,Maya Bertrand,24.0,r&d,5285.32,6
7428,Sara Richard,19.0,Operations,3966.74,1
7429,Claire Durand,27.0,Marketing,4597.09,8
7430,Rita Roux,43.0,Finance,6205.36,10
7431,Xia Petit,52.0,MARKETING,,8
7432,Ugo Fournier,44.0, HR,4408.54,10
7433,Hugo Martin,27.0,Sales,4723.5,7
7434,Yara Garcia,49.0,FINANCE,7639.84,14
7435,Noah Vincent,30.0,Finance,6313.01,8
7436,Wassim Moreau,38.0, Support,4415.19,11
7437,Tom Lefebvre,29.0,FINANCE,6731.55,9
7438,Alice David,24.0,R&D,5326.11,6
7439,Sara Vincent,63.0,R&D  ,7305.22,15
7440,Rita Richard,40.0,Operations,5060.18,10
7441,Wassim Vincent,36.0,finance,6306.01,7
7442,Bob Fournier,54.0, IT,6480.56,10
7443,Pablo Petit,40.0,marketing,5877.74,12
7444,Ines Robert,63.0, IT,8603.64,21
7445,Yara Garcia,39.0,Finance  ,5957.76,7
7446,Xia Girard,57.0,Finance  ,8442.7,18
7447,Tom Morel,23.0,Hr,3834.61,5
7448,Bob Richard,23.0,R&d,5488.63,5
7449,Bob Robert,37.0, Finance,8001.55,15
7450,Giulia Martin,32.0,Support,4029.72,9
7451,Jamal Moreau,55.0,HR,6083.12,16
7452,Ziad Moreau,62.0,Hr,6778.45,23
7453,Hugo Bernard,56.0, Marketing,5610.35,12
7454,Omar Roux,32.0,hr,4847.06,14
7455,Qi Vincent,,R&d,8221.31,18
7456,Val Roux,37.0,R&d,7358.34,12
7457,Qi Garcia,42.0,finance,7845.75,12
7458,Qi Michel,23.0,SALES,4989.76,5
7459,Rita Mercier,63.0,Operations  ,7174.02,20
7460,Hugo Dubois,35.0,SALES,5874.64,12
7461,Ziad Michel,19.0,HR,3374.61,1
7462,Alice Fournier,36.0,Legal  ,6530.53,8
7463,Tom Bertrand,62.0,sales,6784.94,19
7464,Katia Laurent,50.0, Legal,8615.11,16
7465,David Roux,53.0,R&D  ,7992.23,15
7466,David Martin,46.0,Hr,6340.91,17
7467,Ines Simon,56.0,R&D  ,7840.05,16
7468,Liam Mercier,43.0,HR  ,4984.12,11
7469,Ines Laurent,26.0,operations,4179.6,5
7470,Xia Martin,63.0,R&D,8729.34,19
7471,Pablo Lefebvre,52.0,sales,7243.34,20
7472,Ines Bertrand,26.0,LEGAL,5997.03,6
7473,Pablo Dubois,52.0,it,6665.46,12
7474,Farid Laurent,40.0,Marketing,4123.87,7
7475,Hugo Dubois,23.0,MARKETING,4001.81,5
7476,Giulia Robert,30.0, Marketing,5103.02,7
7477,Pablo Morel,31.0,support,3426.83,6
7478,Yara Durand,33.0, Sales,5927.94,15
7479,Val Laurent,48.0,Finance,7575.62,16
7480,Jamal Garcia,32.0,operations,4624.73,10
7481,Ines Vincent,57.0,R&D,7366.3,12
7482,Alice Bertrand,52.0,r&d,8408.77,18
7483,Qi Dubois,56.0,R&D,8640.36,16
7484,Ugo Mercier,50.0,Support  ,5307.57,16
7485,Alice Richard,63.0,It,8451.11,20
7486,Farid Mercier,53.0,Marketing,5746.5,13
7487,Claire Girard,34.0,Hr,5078.37,14
7488,Val Laurent,63.0,IT,7440.09,15
7489,Xia Bernard,38.0,Support,4803.98,14
7490,Hugo Petit,52.0,support,4875.42,13
7491,Farid Fournier,41.0,Operations,4897.1,6
7492,Noah Mercier,30.0,It,5926.64,8
7493,Ugo Girard,25.0,finance,6168.58,7
7494,Alice Michel,, HR,3685.16,2
7495,Claire Laurent,59.0,legal,7418.07,12
7496,Giulia Durand,48.0, Sales,4492.75,7
7497,Qi Michel,31.0,SALES,5429.64,8
7498,Qi Robert,35.0,operations,4976.68,8
7499,Hugo Martin,33.0,it,5742.92,9
7500,Hugo Simon,42.0,finance,7491.99,12
7501,Ugo Fournier,56.0,HR,5746.69,14
7502,Emma Durand,61.0,Legal,8782.84,17
7503,Jamal David,45.0,Operations  ,5493.46,14
7504,Ines Moreau,31.0,LEGAL,6510.56,9
7505,Hugo Michel,35.0,Operations  ,4938.83,8
7506,Jamal Roux,43.0, R&D,8131.43,16
7507,Alice Girard,60.0,HR,5798.11,17
7508,David Simon,53.0,HR,5118.65,15
7509,Jamal Fournier,40.0,R&D  ,6031.59,7
7510,Ines Andre,43.0,OPERATIONS,4889.46,12
7511,Liam Bertrand,29.0,HR,4475.99,8
7512,Emma Richard,, IT,6440.61,11
7513,Wassim Laurent,20.0,Finance,5047.25,2
7514,Sara Simon,35.0,Marketing,5259.29,10
7515,Val Andre,60.0,Support,5055.62,15
7516,Val Moreau,28.0,Legal,7300.44,9
7517,Ugo Dubois,23.0, R&D,4917.6,3
7518,Liam Dubois,29.0,Operations  ,4927.18,7
7519,Xia Andre,26.0,Operations,4649.96,6
7520,Jamal Moreau,,SUPPORT,5096.8,16
7521,Rita David,46.0,IT  ,6949.95,15
7522,Emma Garcia,55.0,IT,7521.4,17
7523,Wassim Vincent,,It,5349.4,5
7524,Giulia Girard,,Operations  ,6111.93,14
7525,Val Lefebvre,57.0,FINANCE,7662.41,14
7526,Pablo Bertrand,22.0,SUPPORT,3303.58,4
7527,Bob Garcia,52.0,HR,5656.58,15
7528,Ines Lefebvre,62.0,LEGAL,10695.66,23
7529,Alice Moreau,46.0,Marketing,5065.28,10
7530,David Martin,41.0,Sales  ,5772.41,10
7531,Jamal David,44.0, IT,6264.89,8
7532,Noah Bertrand,31.0,R&D  ,6263.74,8
7533,Katia Vincent,31.0,LEGAL,7042.18,11
7534,Giulia Bertrand,33.0,Finance,6980.58,10
7535,Wassim Robert,64.0,hr,6004.86,19
7536,Rita Vincent,31.0,Legal,,13
7537,Omar Vincent,57.0, Support,4686.68,17
7538,Yara Roux,63.0, IT,8789.14,23
7539,Jamal Dubois,24.0, Marketing,4591.26,6
7540,Claire Mercier,50.0,FINANCE,7942.92,15
7541,Bob Garcia,31.0, Sales,5594.24,11
7542,Qi Laurent,61.0,legal,9532.35,17
7543,Pablo Richard,52.0,OPERATIONS,6944.2,20
7544,Qi Simon,28.0,r&d,6059.8,8
7545,Alice Petit,43.0,Finance,5507.18,8
7546,Pablo Moreau,41.0,Support  ,4455.77,10
7547,Rita Bernard,62.0,Legal,10161.1,23
7548,Emma Simon,33.0,Sales  ,4779.7,6
7549,Yara Bernard,20.0,Hr,3579.21,2
7550,Ines Andre,31.0, HR,4785.98,12
7551,Sara Garcia,36.0,R&d,6971.59,11
7552,Pablo Girard,19.0,HR,3605.08,1
7553,Maya Moreau,50.0, Marketing,6219.13,15
7554,Claire Andre,20.0,IT,,2
7555,Farid Martin,,hr,3951.27,4
7556,Liam Mercier,49.0, Operations,5301.36,11
7557,Jamal Fournier,30.0,SALES,6246.34,12
7558,Yara Lefebvre,23.0,FINANCE,5401.58,5
7559,Pablo Morel,31.0,HR,4339.77,7
7560,Yara Girard,59.0,Support,4532.03,16
7561,Hugo Fournier,47.0,FINANCE,7573.38,15
7562,Alice Girard,34.0, Legal,7212.57,11
7563,Pablo Durand,51.0,MARKETING,6203.89,15
7564,Xia Robert,22.0,LEGAL,5854.57,4
7565,Maya Dubois,43.0,Sales,6030.95,12
7566,Hugo Petit,19.0,HR,3662.53,1
7567,Ugo Fournier,41.0,hr,4993.59,14
7568,Giulia Bertrand,52.0,support,4720.97,14
7569,Emma Moreau,25.0,OPERATIONS,4880.5,7
7570,Xia Laurent,42.0,Sales,5463.99,10
7571,Bob Bernard,29.0,Marketing,4978.26,8
7572,Jamal Bernard,30.0,SALES,5497.72,11
7573,Val Laurent,60.0,Operations  ,7733.02,22
7574,Giulia Martin,45.0,HR,5153.23,8
7575,Omar Fournier,42.0,HR,4723.14,11
7576,Katia Lefebvre,47.0,hr,5702.86,15
7577,Noah Durand,49.0,hr,5211.91,15
7578,Val Robert,40.0,Sales,5730.26,11
7579,Maya Simon,25.0,Sales,4584.44,6
7580,Qi Michel,52.0,marketing,5300.07,14
7581,Alice Roux,63.0,R&d,9497.58,21
7582,Sara Morel,40.0,R&d,6378.62,11
7583,Alice Mercier,48.0, Support,4425.51,12
7584,Val Petit,50.0, R&D,9014.28,19
7585,Qi Bertrand,50.0, R&D,7450.9,15
7586,Farid Martin,54.0,Marketing,6937.33,21
7587,Tom Simon,23.0,IT,4901.54,5
7588,Val Garcia,44.0, IT,5724.55,8
7589,Ugo Bernard,43.0,Hr,4237.69,10
7590,Giulia Laurent,22.0,Support,3263.71,3
7591,Noah Roux,48.0,Operations,4981.0,11
7592,Emma Dubois,31.0,hr,4313.69,9
7593,Tom Lefebvre,56.0,R&D  ,7093.47,13
7594,Ugo Andre,48.0,Operations,6069.52,15
7595,Ugo Robert,36.0,Finance,7275.07,15
7596,Ziad Morel,21.0,Marketing,4222.06,3
7597,Ines Martin,63.0,r&d,8896.79,21
7598,Emma Garcia,31.0, Operations,4754.69,7
7599,Liam Dubois,64.0,Finance,7859.56,15
7600,Maya Roux,36.0,operations,5414.56,13
7601,Alice Moreau,39.0,Legal  ,6546.65,9
7602,Bob Fournier,32.0, Support,4447.6,12
7603,David Roux,36.0,it,6919.66,14
7604,Omar Andre,56.0,Hr,5697.46,18
7605,Wassim Andre,20.0,Support  ,,2
7606,Xia Fournier,54.0,Support,3686.03,13
7607,Alice Morel,49.0,LEGAL,8427.55,15
7608,Val Richard,37.0,sales,5490.44,10
7609,Ziad Robert,20.0,HR,2962.54,2
7610,Bob Girard,40.0, Finance,6891.29,13
7611,Qi Dubois,63.0,HR,5792.78,21
7612,Giulia Martin,25.0,Legal,6154.87,5
7613,Katia Simon,20.0,OPERATIONS,3325.98,2
7614,Val Andre,64.0,Support,4974.1,15
7615,Ines Fournier,62.0,support,4678.99,16
7616,Farid Dubois,53.0,FINANCE,6486.9,7
7617,Noah Laurent,24.0,LEGAL,5642.23,6
7618,Emma David,53.0,Operations,4880.08,9
7619,Noah Bernard,36.0,Finance,6473.58,9
7620,Farid Lefebvre,64.0,Sales,7080.15,19
7621,Bob Roux,30.0,R&D  ,6055.44,8
7622,Xia Richard,30.0,r&d,7051.07,11
7623,Bob David,23.0,MARKETING,4290.13,5
7624,Ines Dubois,56.0,Finance,7336.42,11
7625,Qi David,28.0,Sales,5229.32,10
7626,Farid Laurent,27.0, Legal,6415.68,9
7627,Pablo Durand,,R&D,5437.91,4
7628,Xia Garcia,23.0,LEGAL,5744.61,5
7629,Wassim Robert,35.0, HR,4803.65,10
7630,Yara Bernard,46.0,Marketing,4723.35,10
7631,Pablo Durand,52.0,Marketing  ,5781.16,17
7632,Hugo Laurent,38.0, Finance,5930.58,7
7633,Emma Robert,39.0,FINANCE,5864.61,9
7634,Bob Martin,51.0,Sales,6737.91,18
7635,Ines Moreau,64.0,sales,6521.95,17
7636,Tom Vincent,51.0,hr,5434.01,15
7637,Hugo Garcia,41.0,Legal,6527.33,9
7638,Katia David,41.0,Legal,6983.29,9
7639,Ziad Laurent,33.0,HR  ,4759.05,8
7640,Ines Martin,29.0,MARKETING,4877.22,7
7641,Xia Garcia,63.0,Marketing  ,7141.02,20
7642,Emma Petit,44.0, Sales,6030.62,13
7643,Bob Durand,51.0,Operations,6635.2,17
7644,Yara Simon,56.0,R&d,8902.2,19
7645,Noah Garcia,58.0, Marketing,5492.8,11
7646,Giulia Laurent,20.0,HR,3486.17,2
7647,Bob Mercier,39.0,MARKETING,5960.69,10
7648,Bob Robert,30.0, Sales,5366.62,10
7649,Katia Girard,19.0,Operations  ,3349.13,1
7650,David Garcia,55.0,operations,6034.3,13
7651,Ines Bernard,26.0,Legal,5650.78,4
7652,David Morel,25.0,HR  ,3453.56,4
7653,Hugo Robert,31.0,Operations  ,4279.95,5
7654,Wassim Andre,49.0,HR,4292.35,9
7655,Rita Petit,25.0,Hr,3832.58,7
7656,Farid David,26.0, HR,3873.71,4
7657,Yara Laurent,21.0,Operations,3796.26,3
7658,Hugo Bernard,61.0,Marketing,6573.49,18
7659,Xia Richard,31.0, Sales,5444.28,8
7660,David Dubois,30.0,R&D,6701.65,10
7661,Yara David,23.0,IT,4889.39,5
7662,Katia Morel,57.0,sales,6117.59,14
7663,Noah Durand,49.0,IT,6998.11,13
7664,Hugo Dubois,46.0, Marketing,5869.09,15
7665,Alice Mercier,47.0,IT,6166.47,11
7666,Ines Fournier,51.0,Marketing,5423.3,10
7667,Claire Robert,62.0,Marketing,6306.96,15
7668,Pablo Dubois,63.0,IT  ,7633.13,17
7669,Val Fournier,43.0,Operations,5849.17,14
7670,Giulia Andre,30.0,R&D,5599.77,7
7671,Jamal Vincent,26.0,IT,5154.38,6
7672,Tom Dubois,55.0,Marketing  ,6641.12,15
7673,Yara Robert,51.0,Support,5111.55,16
7674,Alice Simon,30.0,IT,4985.88,5
7675,Maya Laurent,24.0, Support,3981.59,6
7676,Sara Robert,37.0, Sales,5706.8,12
7677,Qi Simon,56.0, Marketing,6697.7,16
7678,Maya Martin,63.0, R&D,9008.28,19
7679,David Andre,56.0,Finance,8170.53,14
7680,Ines Garcia,42.0,Sales  ,5219.06,8
7681,David Lefebvre,45.0, Support,3824.54,7
7682,Tom Simon,26.0,SUPPORT,3790.66,8
7683,Qi Robert,50.0,Legal  ,9264.68,17
7684,David Andre,26.0,Sales,4810.27,8
7685,Farid Girard,26.0,HR,3027.62,0
7686,Ziad Laurent,63.0,Legal,9442.27,19
7687,David Vincent,41.0,Finance  ,5881.59,7
7688,Ines Richard,, Legal,5526.33,5
7689,Claire Richard,57.0,Support,4620.51,14
7690,Jamal Lefebvre,47.0,Sales,7077.33,20
7691,Katia Petit,32.0,support,3749.78,9
7692,Giulia Roux,60.0,HR,5276.51,16
7693,Xia Robert,33.0, IT,7183.62,15
7694,Ugo Mercier,58.0,Legal  ,8294.29,15
7695,Noah Lefebvre,63.0, Finance,8380.28,17
7696,Omar Richard,42.0, Marketing,4421.08,7
7697,Ziad Fournier,41.0,Operations,5692.22,12
7698,Farid Garcia,37.0,support,4270.9,7
7699,Farid Durand,37.0, Operations,4848.93,10
7700,David Richard,61.0,Support  ,4378.54,15
7701,Liam Mercier,48.0,Marketing,6395.81,17
7702,Alice Lefebvre,47.0,HR,6517.22,20
7703,Pablo Bertrand,27.0,Marketing,4236.11,5
7704,Emma Bernard,63.0,Operations  ,5810.09,12
7705,Maya Dubois,37.0,Legal,7011.38,10
7706,Hugo Fournier,61.0,R&D,7889.36,16
7707,Val Roux,51.0,Operations,6649.23,14
7708,Rita Lefebvre,45.0,Support,4551.79,11
7709,Maya Petit,29.0,LEGAL,5167.51,2
7710,Claire Martin,54.0,operations,6594.24,19
7711,Liam Bernard,24.0,LEGAL,5414.11,4
7712,Katia Martin,57.0,IT,6906.12,13
7713,Ziad Vincent,59.0,HR,6053.88,18
7714,David Michel,59.0,operations,6200.89,13
7715,Omar Morel,22.0, Finance,5468.96,4
7716,Ugo Moreau,31.0,Operations  ,5870.17,12
7717,Ziad Petit,27.0,Operations,5431.55,9
7718,Rita Girard,20.0,r&d,4035.18,2
7719,Pablo David,48.0,R&D,8806.42,19
7720,Noah Durand,64.0,Operations,6737.94,21
7721,Rita Moreau,54.0,FINANCE,7687.22,15
7722,Xia Laurent,48.0,it,6255.53,11
7723,Katia Moreau,48.0,HR  ,5417.02,14
7724,Liam Richard,37.0,FINANCE,6270.25,9
7725,Rita Petit,45.0, Finance,6674.68,12
7726,Wassim Moreau,59.0,Operations  ,6587.65,17
7727,Tom Bertrand,53.0, Support,4742.65,14
7728,Ines Michel,51.0,r&d,6905.74,12
7729,Claire Andre,50.0,Operations  ,5034.95,10
7730,Hugo Andre,35.0, Sales,5239.85,13
7731,Giulia Martin,60.0,LEGAL,8417.42,16
7732,Ines Andre,29.0,IT,5775.94,9
7733,Ziad Simon,40.0, R&D,7043.64,12
7734,Noah Martin,23.0,HR,3704.36,3
7735,Qi Bernard,64.0, Support,4959.88,17
7736,Bob Petit,21.0,HR  ,3743.69,3
7737,Ziad Laurent,39.0,SALES,5630.35,12
7738,Maya Vincent,24.0,FINANCE,5569.71,6
7739,Claire Bernard,55.0,IT,7778.2,15
7740,Yara Fournier,23.0,Finance  ,5376.04,4
7741,Alice Martin,53.0,It,7959.59,18
7742,Ugo Bertrand,25.0, Sales,4709.94,5
7743,Liam Michel,56.0, R&D,8899.47,20
7744,Hugo Garcia,53.0,sales,5227.33,10
7745,Omar Bertrand,56.0,Hr,4894.12,14
7746,Omar Moreau,25.0,hr,4290.76,7
7747,Ziad Roux,56.0,OPERATIONS,6483.6,16
7748,Val Bernard,55.0,Sales,6838.2,15
7749,Pablo Robert,56.0, Marketing,5469.01,11
7750,Claire Petit,51.0,Support,5437.4,17
7751,Yara Mercier,39.0, IT,5317.57,8
7752,Val Lefebvre,21.0,Legal,5567.65,3
7753,Sara Bertrand,64.0,Legal,9754.4,18
7754,Alice Vincent,30.0,it,4999.99,5
7755,Giulia Morel,42.0,IT  ,5104.78,4
7756,Noah Richard,62.0,r&d,8779.94,20
7757,Ines Richard,55.0,SUPPORT,4839.95,18
7758,Xia Mercier,37.0,Sales  ,5414.33,10
7759,Maya Fournier,55.0,support,4870.4,13
7760,Emma Bernard,61.0,HR,5524.85,19
7761,Jamal Robert,49.0,HR,3534.14,6
7762,Noah Laurent,19.0,OPERATIONS,3973.77,1
7763,Val Lefebvre,25.0,Sales  ,4517.85,5
7764,Yara David,25.0,Sales,4608.14,6
7765,Ines Roux,27.0,Sales  ,5533.78,9
7766,Maya Martin,62.0,Operations,6321.01,17
7767,Sara Martin,54.0, Finance,7402.77,14
7768,Qi Martin,28.0, Legal,6787.22,6
7769,Wassim Roux,28.0,Legal,7563.6,10
7770,Omar Moreau,58.0,Sales,6746.61,14
7771,Claire Michel,21.0,IT,3903.44,0
7772,Wassim Simon,41.0,R&D,8543.06,17
7773,Emma Roux,57.0, HR,5746.5,18
7774,Noah Vincent,61.0,It,6898.79,14
7775,Emma Martin,46.0,HR,5415.81,12
7776,Hugo Moreau,61.0,FINANCE,8096.74,16
7777,Rita Bernard,20.0,Marketing,3707.19,2
7778,Emma Garcia,55.0, R&D,8458.68,17
7779,Val Moreau,40.0,It,4621.63,4
7780,Farid Simon,,It,6503.2,12
7781,Val Bernard,51.0,Operations  ,5973.69,17
7782,Emma Girard,46.0,SUPPORT,4886.18,8
7783,Liam Martin,54.0,hr,5969.34,18
7784,Omar Simon,43.0,Marketing  ,5211.31,11
7785,Val David,52.0,HR  ,5858.71,19
7786,Farid Bernard,24.0,finance,5170.22,6
7787,Rita Roux,20.0, Marketing,4002.91,2
7788,Sara Roux,48.0,Operations  ,6369.19,14
7789,Xia Lefebvre,60.0,Sales,7628.35,20
7790,Pablo Robert,57.0, Operations,7040.25,21
7791,Jamal Bernard,34.0,MARKETING,5905.54,16
7792,Xia Michel,28.0, Operations,4532.44,7
7793,Wassim Laurent,29.0,finance,4236.55,0
7794,Yara David,28.0,marketing,4770.16,6
7795,Giulia Dubois,19.0,Marketing,3872.25,1
7796,Claire Petit,50.0,Marketing,6157.01,15
7797,Wassim Andre,51.0,IT,8408.22,17
7798,Xia Lefebvre,28.0, Finance,6439.18,9
7799,Rita Dubois,51.0, IT,6243.82,10
7800,Ugo Bernard,52.0,Marketing,5775.8,16
7801,Alice Richard,51.0, IT,7837.21,16
7802,Ugo Petit,26.0, Support,4041.59,7
7803,Noah Richard,34.0, Support,,11
7804,Qi Roux,61.0, Legal,9838.62,21
7805,Pablo Girard,30.0,IT  ,5847.16,7
7806,Liam Girard,59.0, Support,4684.85,16
7807,Farid Mercier,20.0,LEGAL,4751.96,2
7808,Emma Robert,54.0, Sales,6159.04,14
7809,Rita Dubois,31.0,R&d,5312.29,6
7810,Liam Fournier,45.0,r&d,6170.36,10
7811,Ines Morel,40.0,sales,6139.1,14
7812,Ugo Richard,31.0,R&D,6630.15,9
7813,Claire Vincent,56.0,Operations  ,5916.88,12
7814,Noah David,52.0,Operations  ,4761.99,11
7815,Liam Vincent,22.0,hr,3750.76,3
7816,Farid Mercier,59.0,MARKETING,,13
7817,Qi Michel,30.0,Operations,5655.81,10
7818,Tom Mercier,37.0,SALES,5456.66,10
7819,Rita Mercier,23.0,R&d,4847.46,3
7820,Maya Fournier,46.0,Finance  ,6164.6,10
7821,Bob Fournier,33.0,Legal  ,6505.04,8
7822,Yara Durand,48.0,LEGAL,8197.91,13
7823,Alice Girard,,Legal  ,5785.86,4
7824,Giulia Dubois,37.0,Marketing,5626.7,18
7825,Xia Robert,63.0, Legal,9354.02,16
7826,Liam Moreau,20.0,Sales,3502.14,2
7827,Katia Fournier,28.0,Operations,4450.14,3
7828,Wassim Fournier,49.0,Operations,5105.15,9
7829,Liam Simon,20.0, Finance,4631.46,2
7830,Farid Vincent,44.0,Finance,7312.42,12
7831,Jamal Girard,64.0, Legal,8745.2,16
7832,Wassim Robert,24.0,legal,4425.89,2
7833,Yara Petit,52.0,Sales  ,6926.33,16
7834,Hugo Laurent,57.0,Marketing  ,6377.78,16
7835,Ziad Fournier,59.0,r&d,7513.77,14
7836,Omar Simon,48.0,Operations,6925.27,18
7837,Ines Mercier,57.0, Legal,8848.54,17
7838,Alice Roux,27.0,HR  ,4595.06,7
7839,David Michel,36.0, Operations,5684.18,14
7840,Val Girard,47.0,Legal  ,6230.66,9
7841,Katia Morel,45.0, Support,4951.08,15
7842,Yara Durand,34.0,R&D,7335.91,12
7843,Xia Fournier,21.0,Sales  ,,3
7844,Tom Girard,56.0,Legal,7798.15,14
7845,Val Girard,64.0,r&d,7777.61,14
7846,Sara Girard,50.0,Finance,8232.67,18
7847,Yara Vincent,57.0, Support,5670.83,21
7848,Tom Lefebvre,20.0,Finance  ,4300.52,0
7849,Hugo Fournier,19.0,HR,3757.12,1
7850,Qi Dubois,58.0,HR,5650.77,14
7851,Yara David,37.0,Legal  ,7915.18,15
7852,Xia Richard,60.0,Finance,8533.97,19
7853,Xia Fournier,61.0,SUPPORT,5391.87,15
7854,Sara Michel,49.0,Sales  ,6035.54,13
7855,Emma Moreau,33.0,sales,4088.87,6
7856,Wassim Simon,62.0,Marketing  ,5832.52,14
7857,Omar Richard,57.0,Sales  ,7317.05,18
7858,Ziad Girard,57.0,R&D,7780.33,16
7859,Hugo Lefebvre,39.0,legal,,11
7860,Claire Michel,,support,5166.89,19
7861,Ines Vincent,33.0,IT  ,7230.55,12
7862,Giulia Roux,,SUPPORT,3376.19,2
7863,Emma Girard,54.0, Marketing,6400.49,18
7864,Giulia Richard,21.0,IT,4209.8,3
7865,Ines Mercier,33.0,HR,5052.51,12
7866,Val Vincent,36.0,It,6553.75,11
7867,Ines Petit,25.0,Operations,4659.49,7
7868,Hugo Mercier,55.0,Finance  ,7606.67,14
7869,Farid Petit,55.0, Marketing,5147.15,11
7870,David Simon,50.0, Finance,7601.05,14
7871,Claire David,22.0,hr,3742.75,4
7872,Val Robert,19.0,hr,3741.81,1
7873,Val Morel,37.0,HR  ,5292.01,16
7874,Ugo Andre,63.0, Sales,6195.61,16
7875,Claire Vincent,34.0,R&D,6859.18,11
7876,David Garcia,32.0,Sales,4453.55,8
7877,Val Simon,19.0, HR,3153.24,1
7878,Qi Robert,45.0,IT,6916.6,12
7879,Ugo Martin,31.0,support,3254.27,5
7880,Ugo Mercier,58.0,Marketing,5759.84,13
7881,Xia Lefebvre,43.0,Operations,5398.95,9
7882,Omar Bernard,48.0,Finance  ,7302.85,16
7883,Alice Petit,20.0,marketing,4240.82,2
7884,Ugo Richard,59.0,Sales,5528.5,12
7885,Rita Bertrand,51.0,support,4265.01,10
7886,Bob Mercier,63.0,finance,9261.32,20
7887,Maya Bernard,43.0,R&D,6965.66,13
7888,Katia Bertrand,29.0,Finance,5992.84,6
7889,Noah Martin,40.0, Sales,5561.21,13
7890,Claire Simon,21.0,Legal  ,5694.64,3
7891,David Vincent,56.0,finance,8652.94,18
7892,Hugo Laurent,33.0,operations,5435.63,10
7893,Noah Andre,51.0,legal,7607.66,12
7894,Yara Durand,40.0, Support,4237.53,11
7895,Qi Martin,35.0,Marketing  ,5313.67,9
7896,Tom Garcia,56.0,HR,5224.07,17
7897,Bob Laurent,64.0,Sales  ,7790.85,22
7898,Sara Robert,56.0,it,7269.81,14
7899,Yara Fournier,23.0,MARKETING,3931.71,5
7900,Sara Simon,27.0,SALES,5529.45,9
7901,Val Fournier,37.0,Legal,8748.73,14
7902,Xia Moreau,36.0,IT,,8
7903,Omar Morel,64.0,r&d,8644.74,16
7904,Qi Mercier,19.0,hr,3425.93,1
7905,Liam Petit,25.0,Finance,6361.26,7
7906,Farid Moreau,24.0,HR,3695.27,1
7907,Maya Moreau,33.0,r&d,7802.02,15
7908,Giulia Michel,,IT  ,5114.18,3
7909,Liam Michel,55.0,R&d,7928.33,15
7910,Giulia Michel,63.0,finance,7276.62,13
7911,Liam Vincent,35.0,Legal,6162.68,8
7912,Liam Bertrand,,R&d,7144.27,13
7913,Liam Michel,44.0,Support,4658.12,13
7914,Omar Girard,57.0,R&D  ,8897.01,17
7915,Noah Robert,38.0,MARKETING,5507.77,10
7916,Claire Garcia,30.0,R&d,5921.54,8
7917,Omar Lefebvre,23.0,Sales,4200.33,4
7918,David Durand,53.0,legal,9060.33,18
7919,Jamal Michel,32.0,It,5873.14,7
7920,Val Mercier,38.0,Operations  ,4118.14,6
7921,Val David,51.0,Hr,5297.64,16
7922,Alice Fournier,47.0,Operations,,15
7923,Giulia Mercier,37.0,Finance,7901.23,14
7924,Tom Lefebvre,24.0,Finance,5072.68,3
7925,Noah Roux,57.0,Marketing,7347.96,22
7926,Farid Vincent,29.0,Legal,7163.39,11
7927,Claire Laurent,63.0,Legal,8515.16,15
7928,Ugo Petit,35.0,R&D  ,6870.64,11
7929,Xia Robert,35.0,Marketing  ,5216.3,12
7930,Omar Richard,63.0,Sales  ,7666.65,17
7931,Farid Bertrand,,HR,4574.09,12
7932,Ugo Vincent,23.0,Support,3549.31,5
7933,Alice Moreau,26.0,marketing,,4
7934,Hugo Lefebvre,53.0,It,7174.69,15
7935,Bob David,63.0,R&d,10120.12,21
7936,Xia Girard,23.0, HR,4052.53,5
7937,Omar Garcia,43.0,Support,5008.4,13
7938,Ziad Simon,25.0,Sales  ,4750.96,7
7939,David Dubois,44.0,It,7093.72,13
7940,Claire Lefebvre,37.0,IT,5905.61,11
7941,Ugo Vincent,62.0,SALES,5765.97,13
7942,Ziad Durand,38.0, Finance,6606.48,11
7943,Tom Andre,48.0,FINANCE,6740.04,11
7944,Val Laurent,53.0,Operations  ,6555.08,20
7945,Omar Dubois,26.0,IT,4659.14,4
7946,Wassim Garcia,59.0,Legal,7297.63,11
7947,Hugo Bertrand,22.0,Marketing,4366.95,4
7948,Tom Girard,33.0,r&d,7243.55,15
7949,Rita Garcia,54.0,R&D,7101.89,13
7950,Xia Lefebvre,26.0,IT,5609.2,7
7951,Noah Robert,31.0,finance,5837.44,8
